"Time","Self side","Rank1","Rank2","Opponent","Rank1","Rank2","Type","Size","Handicap","Result1","Result2","Result3"
2016/6/1 22:18,W,4k,-3,phoun,5k,-4,Ranked,19,0,W,1,43.5
2016/6/3 20:20,W,4k,-3,Pandetta,5k,-4,Ranked,19,0,B,0,Res.
2016/6/11 20:14,W,4k,-3,dhlexpress,7k,-6,Ranked,19,3,W,1,23.5
2016/6/11 21:20,W,4k,-3,frankl,4k,-3,Ranked,19,0,W,1,Res.
2016/7/19 22:53,B,4k,-3,zaphod,4k,-3,Ranked,19,0,W,0,Res.
2016/7/19 22:55,W,4k,-3,cwsgt810,5k,-4,Ranked,19,0,B,0,Res.
2016/7/19 22:57,W,4k,-3,kaneko,5k,-4,Ranked,19,0,W,1,Res.
2016/8/8 4:5,B,4k,-3,eboshi1,4k,-3,Ranked,19,0,B,1,5.5
2016/8/10 3:21,W,4k,-3,mrzee,7k,-6,Ranked,19,3,B,0,Res.
2016/8/10 3:44,B,4k,-3,alexna,4k,-3,Ranked,19,0,W,0,Res.
2016/8/10 4:1,B,4k,-3,kanaialan,3k,-2,Ranked,19,0,B,1,Res.
2016/8/10 19:1,W,4k,-3,yt,7k,-6,Ranked,19,3,W,1,Res.
2016/8/11 3:19,B,4k,-3,klink,2k,-1,Ranked,19,2,B,1,Res.
2016/8/11 3:59,W,4k,-3,tarochan,4k,-3,Ranked,19,0,B,0,Res.
2016/8/11 4:24,B,4k,-3,eboshi1,4k,-3,Ranked,19,0,B,1,Res.
2016/8/11 15:19,B,4k,-3,Nakedapron,3k,-2,Ranked,19,0,W,0,Res.
2016/8/11 15:38,B,4k,-3,ronin123,3k,-2,Ranked,19,0,B,1,Res.
2016/8/11 16:12,B,4k,-3,Klimrod,4k,-3,Ranked,19,0,W,0,Res.
2016/8/11 16:55,B,4k,-3,wsc,3k,-2,Ranked,19,0,B,1,6.5
2016/8/12 0:29,B,4k,-3,pszd3182,2k,-1,Ranked,19,2,W,0,Res.
2016/8/12 0:45,W,4k,-3,A1terEgo,8k,-7,Ranked,19,4,B,0,Res.
2016/8/12 18:47,W,4k,-3,miura,5k,-4,Ranked,19,0,B,0,Res.
2016/8/12 19:15,W,4k,-3,Kripke,4k,-3,Ranked,19,0,W,1,7.5
2016/8/13 4:43,W,4k,-3,Forofomfom,5k,-4,Ranked,19,0,B,0,8.5
2016/8/13 5:24,B,4k,-3,Harumasa,4k,-3,Ranked,19,0,B,1,61.5
2016/8/15 2:15,W,4k,-3,ajmonta,5k,-4,Ranked,19,0,W,1,34.5
2016/8/15 3:22,B,4k,-3,wrap,3k,-2,Ranked,19,0,B,1,7.5
2016/8/15 18:3,W,4k,-3,Avalon0487,4k,-3,Ranked,19,0,B,0,Res.
2016/8/15 18:29,W,4k,-3,Yeah,5k,-4,Ranked,19,0,W,1,Res.
2016/8/16 4:17,B,4k,-3,hkkmomo,1d,1,Ranked,19,4,W,0,Res.
2016/8/16 4:28,W,4k,-3,akoka10,6k,-5,Ranked,19,2,W,1,Res.
2016/8/17 3:59,B,4k,-3,e0517,4k,-3,Ranked,19,0,B,1,Res.
2016/8/17 4:9,B,4k,-3,syumigo,3k,-2,Ranked,19,0,B,1,Res.
2016/8/17 17:42,B,4k,-3,guggenbe,4k,-3,Ranked,19,0,B,1,25.5
2016/8/17 18:46,B,4k,-3,yori,2k,-1,Ranked,19,2,B,1,Res.
2016/8/18 3:57,B,4k,-3,Jazus1946,3k,-2,Ranked,19,0,B,1,Time
2016/8/19 5:0,B,4k,-3,fujitoyo,2k,-1,Ranked,19,2,B,1,Res.
2016/8/19 18:49,W,4k,-3,gokl,7k,-6,Ranked,19,3,B,0,Res.
2016/8/19 19:2,B,4k,-3,GreenTea1,2k,-1,Ranked,19,2,B,1,45.5
2016/8/20 4:32,B,4k,-3,kiroro2d,4k,-3,Ranked,19,0,B,1,Forf.
2016/8/20 5:4,W,3k,-2,scampi2,4k,-3,Ranked,19,0,B,0,Res.
2016/8/20 5:32,B,4k,-3,ALIVE,3k,-2,Ranked,19,0,W,0,Res.
2016/8/20 5:37,B,4k,-3,ALIVE,3k,-2,Ranked,19,0,W,0,Res.
2016/8/20 5:50,B,4k,-3,makoto12,2k,-1,Ranked,19,2,W,0,Res.
2016/8/20 6:1,B,4k,-3,tarokichi,2k,-1,Ranked,19,2,W,0,2.5
2016/8/21 0:51,B,4k,-3,numataa,3k,-2,Ranked,19,0,W,0,Res.
2016/8/21 1:18,W,4k,-3,kgshc1,4k,-3,Ranked,19,0,W,1,10.5
2016/8/21 18:13,W,4k,-3,xanthar,4k,-3,Ranked,19,0,B,0,Res.
2016/8/21 18:56,W,4k,-3,Valentin2,4k,-3,Ranked,19,0,B,0,Res.
2016/8/21 20:19,W,4k,-3,Sungatov,4k,-3,Ranked,19,0,B,0,Res.
2016/8/21 20:32,B,4k,-3,kinematics,4k,-3,Ranked,19,0,B,1,Res.
2016/8/22 0:13,B,4k,-3,klink,2k,-1,Ranked,19,2,W,0,Res.
2016/8/22 0:50,B,4k,-3,tosi7,3k,-2,Ranked,19,0,W,0,Res.
2016/8/24 4:40,W,4k,-3,CutCreator,7k,-6,Ranked,19,3,W,1,Res.
2016/8/26 3:47,W,4k,-3,kimikun,7k,-6,Ranked,19,3,B,0,Res.
2016/8/26 4:13,W,4k,-3,DXFRF848,7k,-6,Ranked,19,3,W,1,Res.
2016/8/27 4:2,B,4k,-3,sstryn,2k,-1,Ranked,19,2,W,0,3.5
2016/8/27 4:26,B,4k,-3,fraukuchen,3k,-2,Ranked,19,0,W,0,Res.
2016/8/27 4:34,W,4k,-3,asdasd,5k,-4,Ranked,19,0,W,1,Res.
2016/8/27 4:54,B,4k,-3,tankche,3k,-2,Ranked,19,0,B,1,Res.
2016/8/28 4:43,W,4k,-3,nbhrs37,4k,-3,Ranked,19,0,W,1,Time
2016/8/28 13:2,W,4k,-3,issi,5k,-4,Ranked,19,0,W,1,Res.
2016/8/29 3:38,W,4k,-3,qaqaqa,6k,-5,Ranked,19,2,B,0,Res.
2016/8/29 3:55,B,4k,-3,pszd3182,2k,-1,Ranked,19,2,B,1,Res.
2016/8/29 18:23,W,4k,-3,Armengo,5k,-4,Ranked,19,0,W,1,Res.
2016/8/30 4:17,W,4k,-3,tarochan,4k,-3,Ranked,19,0,W,1,4.5
2016/8/30 15:13,W,4k,-3,slavik71,9k,-8,Ranked,19,5,W,1,Res.
2016/8/31 4:54,B,4k,-3,hkkmomo,1d,1,Ranked,19,4,B,1,Res.
2016/8/31 18:55,B,4k,-3,primefact,1d,1,Ranked,19,4,W,0,Res.
2016/9/1 4:16,W,4k,-3,ice47,6k,-5,Ranked,19,2,W,1,Res.
2016/9/2 4:14,W,4k,-3,karakacan1,5k,-4,Ranked,19,0,W,1,1.5
2016/9/2 18:55,W,4k,-3,vvmat,5k,-4,Ranked,19,0,W,1,19.5
2016/9/3 2:6,W,4k,-3,suna2002,4k,-3,Ranked,19,0,B,0,10.5
2016/9/5 3:47,B,4k,-3,syumigo,3k,-2,Ranked,19,0,B,1,20.5
2016/9/5 16:20,B,4k,-3,killooq,3k,-2,Ranked,19,0,W,0,Res.
2016/9/5 16:43,W,4k,-3,y57172,4k,-3,Ranked,19,0,W,1,Res.
2016/9/6 4:13,W,4k,-3,gost,8k,-7,Ranked,19,4,W,1,15.5
2016/9/6 12:43,B,4k,-3,numataa,3k,-2,Ranked,19,0,B,1,Res.
2016/9/7 3:50,W,4k,-3,gokl,7k,-6,Ranked,19,3,W,1,Res.
2016/9/7 18:28,B,4k,-3,maw,3k,-2,Ranked,19,0,B,1,Res.
2016/9/8 3:34,B,4k,-3,byakko,3k,-2,Ranked,19,0,W,0,Res.
2016/9/8 3:55,W,4k,-3,cockroach,5k,-4,Ranked,19,0,W,1,Time
2016/9/8 4:20,W,4k,-3,cockroach,5k,-4,Ranked,19,0,B,0,Res.
2016/9/8 4:31,W,4k,-3,saihouji,5k,-4,Ranked,19,0,B,0,Res.
2016/9/8 4:41,W,4k,-3,yosh45,4k,-3,Ranked,19,0,W,1,19.5
2016/9/8 5:2,B,4k,-3,kamihashi,2k,-1,Ranked,19,2,B,1,15.5
2016/9/9 3:13,B,4k,-3,murch,4k,-3,Ranked,19,0,W,0,Res.
2016/9/9 3:35,B,4k,-3,runno1,3k,-2,Ranked,19,0,B,1,Res.
2016/9/9 4:15,W,4k,-3,n1961,9k,-8,Ranked,19,5,W,1,69.5
2016/9/9 18:37,W,4k,-3,dweezil,6k,-5,Ranked,19,2,B,0,Res.
2016/9/9 18:46,W,4k,-3,qwaq,7k,-6,Ranked,19,3,B,0,Res.
2016/9/9 18:56,B,4k,-3,leisure,2k,-1,Ranked,19,2,B,1,Time
2016/9/10 4:7,B,4k,-3,spgreen,4k,-3,Ranked,19,0,B,1,14.5
2016/9/11 0:45,W,4k,-3,tomat2,7k,-6,Ranked,19,3,W,1,Forf.
2016/9/11 17:52,B,4k,-3,PaCon,4k,-3,Ranked,19,0,B,1,20.5
2016/9/12 3:39,B,4k,-3,CSamurai,3k,-2,Ranked,19,0,B,1,Res.
2016/9/13 4:48,W,3k,-2,KAMESANN,4k,-3,Ranked,19,0,B,0,Res.
2016/9/13 5:3,B,4k,-3,KAMESANN,4k,-3,Ranked,19,0,W,0,Res.
2016/9/13 5:28,B,4k,-3,fumiyuto,2k,-1,Ranked,19,2,B,1,10.5
2016/9/13 21:20,W,4k,-3,sadamori,4k,-3,Ranked,19,0,W,1,Res.
2016/9/13 22:3,B,4k,-3,eggless,4k,-3,Ranked,19,0,B,1,Res.
2016/9/14 0:2,W,3k,-2,wego2,9k,-8,Ranked,19,6,W,1,Res.
2016/9/14 3:24,W,3k,-2,posse,4k,-3,Ranked,19,0,B,0,Res.
2016/9/14 3:34,W,4k,-3,posse,4k,-3,Ranked,19,0,B,0,Res.
2016/9/14 3:46,B,4k,-3,posse,4k,-3,Ranked,19,0,B,1,Res.
2016/9/14 4:1,B,4k,-3,subaru,2k,-1,Ranked,19,2,W,0,Res.
2016/9/14 4:12,W,4k,-3,mkmkmk,6k,-5,Ranked,19,2,B,0,40.5
2016/9/14 4:27,B,4k,-3,wrap,3k,-2,Ranked,19,0,B,1,Res.
2016/9/14 4:35,W,4k,-3,Nxxi,4k,-3,Ranked,19,0,B,0,Res.
2016/9/14 4:46,W,4k,-3,gokl,7k,-6,Ranked,19,3,B,0,0.5
2016/9/15 4:12,W,4k,-3,vivaben123,6k,-5,Ranked,19,2,W,1,9.5
2016/9/15 17:56,B,4k,-3,oeildenuit,3k,-2,Ranked,19,0,B,1,Res.
2016/9/19 17:35,W,4k,-3,Zesales,8k,-7,Ranked,19,4,W,1,Res.
2016/9/19 17:52,W,4k,-3,etniesaoe,5k,-4,Ranked,19,0,B,0,Res.
2016/9/19 18:4,B,4k,-3,yori,2k,-1,Ranked,19,2,W,0,Res.
2016/9/19 18:7,W,4k,-3,kinpul,5k,-4,Ranked,19,0,W,1,Res.
2016/9/20 3:48,B,4k,-3,artourb,1k,0,Ranked,19,3,W,0,Res.
2016/9/20 4:30,B,4k,-3,burun,2k,-1,Ranked,19,2,W,0,Res.
2016/9/24 5:6,W,4k,-3,KIKUJIRO,4k,-3,Ranked,19,0,W,1,Forf.
2016/9/24 5:16,B,4k,-3,dolly,4k,-3,Ranked,19,0,B,1,Res.
2016/9/30 18:25,W,4k,-3,kafkarnaum,8k,-7,Ranked,19,4,B,0,Res.
2016/9/30 18:37,B,4k,-3,Bogdan66,4k,-3,Ranked,19,0,B,1,Res.
2016/9/30 19:11,B,4k,-3,Racines,4k?,-3,Ranked,19,0,B,1,5.5
2016/10/1 0:15,W,4k,-3,GoTour,4k,-3,Ranked,19,0,B,0,Res.
2016/10/1 0:50,B,4k,-3,naito1951,3k,-2,Ranked,19,0,B,1,5.5
2016/10/3 2:28,B,4k,-3,makityann,2k,-1,Ranked,19,2,B,1,Res.
2016/10/3 19:40,W,4k,-3,wiyuri,5k,-4,Ranked,19,0,W,1,Res.
2016/10/4 15:7,W,4k,-3,CJAMM,6k,-5,Ranked,19,2,B,0,Res.
2016/10/4 15:32,W,4k,-3,Mager3,10k,-9,Ranked,19,6,W,1,53.5
2016/10/5 18:1,W,4k,-3,Alex22314,6k,-5,Ranked,19,2,W,1,Res.
2016/10/7 17:2,W,4k,-3,avllaz,6k,-5,Ranked,19,2,W,1,Time
2016/10/8 3:59,B,4k,-3,Theo2015,2k,-1,Ranked,19,2,B,1,Forf.
2016/10/9 2:25,B,4k,-3,anntyann,1d,1,Ranked,19,4,B,1,Res.
2016/10/9 19:4,W,3k,-2,wsc,3k,-2,Ranked,19,0,W,1,47.5
2016/10/12 3:29,W,3k,-2,foxtrotzou,5k,-4,Ranked,19,2,W,1,Res.
2016/10/13 2:52,W,3k,-2,hahagood,4k,-3,Ranked,19,0,W,1,Res.
2016/10/14 20:9,W,3k,-2,VoiT,4k,-3,Ranked,19,0,W,1,Res.
2016/10/14 21:43,W,3k,-2,peter0pan,6k,-5,Ranked,19,3,W,1,Res.
2016/10/17 16:1,B,3k,-2,neuro,2k,-1,Ranked,19,0,B,1,Res.
2016/10/19 4:22,W,3k,-2,gomission,7k,-6,Ranked,19,4,W,1,Res.
2016/10/19 17:2,W,3k,-2,murmeltiga,4k,-3,Ranked,19,0,B,0,Res.
2016/10/19 17:10,W,3k,-2,sh1115,4k,-3,Ranked,19,0,B,0,Res.
2016/10/19 17:27,B,3k,-2,tarosuke,4d,4,Ranked,19,6,W,0,Res.
2016/10/19 17:38,W,3k,-2,yukigafuru,4k,-3,Ranked,19,0,W,1,Res.
2016/10/20 4:3,B,3k,-2,agate,2k,-1,Ranked,19,0,W,0,Res.
2016/10/20 4:16,W,3k,-2,ootu504,6k,-5,Ranked,19,3,W,1,Res.
2016/10/20 18:32,W,3k,-2,errock,4k,-3,Ranked,19,0,W,1,37.5
2016/10/20 19:6,W,3k,-2,dylan65,4k,-3,Ranked,19,0,B,0,Res.
2016/10/20 19:16,W,3k,-2,yukigafuru,4k,-3,Ranked,19,0,B,0,Res.
2016/10/20 19:52,W,3k,-2,maw,3k,-2,Ranked,19,0,W,1,2.5
2016/10/21 3:46,B,3k,-2,fujitoyo,2k,-1,Ranked,19,0,B,1,Res.
2016/10/21 17:35,W,3k,-2,kleung,3k,-2,Ranked,19,0,B,0,Res.
2016/10/21 18:1,B,3k,-2,serega,2k,-1,Ranked,19,0,W,0,Res.
2016/10/21 18:20,W,3k,-2,orthrus,4k,-3,Ranked,19,0,W,1,Res.
2016/10/22 3:51,W,3k,-2,higari,3k,-2,Ranked,19,0,B,0,Res.
2016/10/22 4:17,B,3k,-2,gousei,2k,-1,Ranked,19,0,W,0,Res.
2016/10/24 2:49,W,3k,-2,rinkuni,5k,-4,Ranked,19,2,W,1,0.5
2016/10/26 3:45,W,3k,-2,qqgon,4k,-3,Ranked,19,0,W,1,Res.
2016/10/26 17:32,B,3k,-2,pb,3k,-2,Ranked,19,0,B,1,Res.
2016/10/27 4:34,B,3k,-2,mro,3k,-2,Ranked,19,0,B,1,Res.
2016/10/28 3:15,W,3k,-2,bahzfaz,7k,-6,Ranked,19,4,B,0,Res.
2016/10/28 3:34,W,3k,-2,wrap,3k,-2,Ranked,19,0,B,0,Res.
2016/10/28 16:0,B,3k,-2,chongyu,2k,-1,Ranked,19,0,W,0,Res.
2016/10/28 16:18,B,3k,-2,Bubarik,2k,-1,Ranked,19,0,B,1,Res.
2016/10/29 4:4,W,3k,-2,y0911,5k,-4,Ranked,19,2,B,0,Res.
2016/10/29 4:22,W,3k,-2,siraisi6,4k,-3,Ranked,19,0,W,1,Res.
2016/10/29 4:37,B,3k,-2,sdlx,2k,-1,Ranked,19,0,B,1,Res.
2016/10/29 15:59,W,3k,-2,BuBee,4k,-3,Ranked,19,0,B,0,Res.
2016/10/29 16:4,W,3k,-2,absorber,3k,-2,Ranked,19,0,W,1,34.5
2016/11/3 1:35,W,3k,-2,KungFuJoe,5k,-4,Ranked,19,2,B,0,Res.
2016/11/3 1:47,W,3k,-2,mro,3k,-2,Ranked,19,0,B,0,Res.
2016/11/3 2:12,B,3k,-2,tarokichi,2k,-1,Ranked,19,0,W,0,Res.
2016/11/4 19:55,B,3k,-2,apple2,2k,-1,Ranked,19,0,W,0,Res.
2016/11/4 20:12,W,3k,-2,austrogo,5k,-4,Ranked,19,2,W,1,23.5
2016/11/6 2:55,W,3k,-2,msyk,5k,-4,Ranked,19,2,W,1,Forf.
2016/11/6 18:59,W,3k,-2,kleung,3k,-2,Ranked,19,0,B,0,Res.
2016/11/6 19:10,W,3k,-2,Bogdan66,4k,-3,Ranked,19,0,B,0,Res.
2016/11/6 19:19,B,3k,-2,Pawo,1d?,1,Ranked,19,3,W,0,Res.
2016/11/9 17:40,B,3k,-2,syoro,1k,0,Ranked,19,2,W,0,Res.
2016/11/11 19:53,W,3k,-2,fraukuchen,3k,-2,Ranked,19,0,B,0,Res.
2016/11/11 20:2,B,3k,-2,IloveIgoSY,1k,0,Ranked,19,2,W,0,Res.
2016/11/14 4:41,B,3k,-2,longsun,1d,1,Ranked,19,3,B,1,Forf.
2016/11/14 4:42,W,3k,-2,rinkuni,5k,-4,Ranked,19,2,W,1,Res.
2016/11/17 4:33,B,3k,-2,tjl,2k,-1,Ranked,19,0,W,0,Res.
2016/11/17 4:52,B,3k,-2,qdan,1k,0,Ranked,19,2,B,1,8.5
2016/11/19 7:40,B,3k,-2,superkuni,3k,-2,Ranked,19,0,W,0,Res.
2016/11/19 8:4,W,3k,-2,shikashika,4k,-3,Ranked,19,0,W,1,Res.
2016/11/25 3:41,W,3k,-2,shui48,4k,-3,Ranked,19,0,W,1,Res.
2016/11/25 4:10,W,3k,-2,IIIllIIll0,6k,-5,Ranked,19,3,W,1,Res.
2016/11/26 5:5,B,3k,-2,maw,3k,-2,Ranked,19,0,W,0,Res.
2016/11/26 5:28,W,3k,-2,fuusann,7k,-6,Ranked,19,4,W,1,Time
2016/11/26 8:6,W,3k,-2,viridis,5k,-4,Ranked,19,2,W,1,Res.
2016/11/28 4:43,W,3k,-2,wpchihara,7k,-6,Ranked,19,4,W,1,Res.
2016/11/28 22:29,W,3k,-2,kbwuno,5k,-4,Ranked,19,2,B,0,Res.
2016/11/28 22:53,W,3k,-2,kan359,3k,-2,Ranked,19,0,B,0,Res.
2016/11/28 23:9,B,3k,-2,skwashi,1k,0,Ranked,19,2,W,0,Res.
2016/11/28 23:20,W,3k,-2,ruraku,3k,-2,Ranked,19,0,B,0,Res.
2016/11/29 5:34,B,3k,-2,JanHao,2d,2,Ranked,19,4,W,0,Res.
2016/11/29 5:47,B,3k,-2,ama,2k,-1,Ranked,19,0,W,0,Res.
2016/11/29 6:4,W,3k,-2,K35,4k,-3,Ranked,19,0,B,0,Res.
2016/11/29 6:5,W,3k,-2,K35,4k,-3,Ranked,19,0,B,0,Res.
2016/11/29 6:5,W,3k,-2,wonhwa,3k,-2,Ranked,19,0,B,0,Res.
.2016/12/1 5:23,W,3k,-2,ruraku,3k,-2,Ranked,19,0,B,0,Res.
2017/1/5 5:6,W,3k,-2,mikool,3k,-2,Ranked,19,0,B,0,Res.
2017/1/5 5:23,B,3k,-2,maw,3k,-2,Ranked,19,0,W,0,26.5
2017/1/5 5:52,B,3k,-2,DragonPie,3k,-2,Ranked,19,0,W,0,Res.
2017/1/17 5:5,B,3k,-2,taachan3k,3k,-2,Ranked,19,0,B,1,8.5
2017/1/18 6:25,W,3k,-2,n1812,3k,-2,Ranked,19,0,B,0,Res.
2017/1/18 6:49,B,3k,-2,turtle33,3k,-2,Ranked,19,0,B,1,29.5
2017/1/18 7:16,B,3k,-2,rwf531x,3k,-2,Ranked,19,0,W,0,Res.
2017/1/18 7:33,W,3k,-2,yamayosi10,3k,-2,Ranked,19,0,W,1,8.5
2017/1/19 4:24,W,3k,-2,kleung,3k,-2,Ranked,19,0,B,0,Res.
2017/1/19 4:42,B,3k,-2,kanayasu,3k,-2,Ranked,19,0,W,0,Res.
2017/2/26 6:12,B,3k,-2,comeback,3k,-2,Ranked,19,0,W,0,Res.
2017/2/26 6:29,W,3k,-2,stonecuttr,3k,-2,Ranked,19,0,W,1,19.5
2017/3/12 2:17,B,3k,-2,buzzman,3k,-2,Ranked,19,0,W,0,Res.
2017/3/12 2:39,B,3k,-2,sadamori,3k,-2,Ranked,19,0,W,0,Res.
2017/3/12 2:56,B,4k,-3,jya407,3k,-2,Ranked,19,0,W,0,Res.
2017/3/12 3:18,W,4k,-3,Needham,4k,-3,Ranked,19,0,W,1,6.5
2017/3/24 5:29,B,4k,-3,kiroro2d,4k,-3,Ranked,19,0,W,0,Res.
2017/3/24 5:52,B,4k,-3,hashky,3k,-2,Ranked,19,0,W,0,Res.
2017/4/22 1:27,W,4k,-3,sedera9s,4k,-3,Ranked,19,0,W,1,Res.
2017/4/23 21:49,W,4k,-3,Taorun,4k,-3,Ranked,19,0,W,1,Time
2017/4/23 22:35,W,4k,-3,kobaya76,4k,-3,Ranked,19,0,W,1,1.5
2017/4/26 5:13,B,3k,-2,huusui1983,3k,-2,Ranked,19,0,B,1,Res.
2017/4/26 22:49,B,3k,-2,ThiGar,3k,-2,Ranked,19,0,W,0,Res.
2017/4/26 23:48,W,4k,-3,misread,4k,-3,Ranked,19,0,W,1,11.5
2017/4/27 4:35,B,3k,-2,zhangJC,3k,-2,Ranked,19,0,W,0,Time
2017/4/27 5:3,B,4k,-3,tomiji,4k,-3,Ranked,19,0,B,1,Res.
2017/4/27 21:33,B,3k,-2,troytroy,3k,-2,Ranked,19,0,W,0,Res.
2017/4/27 21:43,B,4k,-3,monkRudy,4k,-3,Ranked,19,0,W,0,6.5
2017/5/3 1:38,B,4k,-3,supervirus,4k,-3,Ranked,19,0,B,1,Time
2017/5/3 2:2,B,4k,-3,Bleuler,4k,-3,Ranked,19,0,B,1,Res.
2017/5/4 4:29,B,4k,-3,K35,4k,-3,Ranked,19,0,W,0,Res.
2017/5/4 4:58,W,4k,-3,Katkut,4k,-3,Ranked,19,0,W,1,Res.
2017/5/6 16:40,B,3k,-2,kato5,3k,-2,Ranked,19,0,B,1,Res.
2017/5/7 6:45,B,3k,-2,MICHEL59,3k,-2,Ranked,19,0,W,0,Res.
2017/5/7 7:4,B,3k,-2,noguchi126,3k,-2,Ranked,19,0,B,1,Res.
2017/5/7 20:25,B,3k,-2,Hellblom,3k,-2,Ranked,19,0,W,0,Res.
2017/5/7 20:41,W,3k,-2,Maitreya,3k,-2,Ranked,19,0,W,1,69.5
2017/5/8 2:45,W,3k,-2,masakiti,3k,-2,Ranked,19,0,B,0,Res.
2017/5/8 2:55,W,3k,-2,faucet,3k,-2,Ranked,19,0,B,0,Res.
2017/5/8 3:15,B,4k,-3,posse,4k,-3,Ranked,19,0,W,0,5.5
2017/5/13 0:31,W,4k,-3,K35,4k,-3,Ranked,19,0,B,0,Res.
2017/5/13 0:41,W,4k,-3,Simba,4k,-3,Ranked,19,0,B,0,Res.
2017/5/23 20:41,B,4k,-3,misread,4k,-3,Ranked,19,0,W,0,Res.
2017/5/23 20:48,W,4k,-3,misread,4k,-3,Ranked,19,0,B,0,Time
2017/5/23 20:57,W,4k,-3,etdal07,5k,-4,Ranked,19,0,W,1,Res.
2017/5/23 21:52,B,4k,-3,evaedm,4k,-3,Ranked,19,0,B,1,72.5
2017/5/24 22:40,B,4k,-3,bridge9,4k,-3,Ranked,19,0,B,1,Res.
2017/5/25 2:57,W,4k,-3,tressor,4k,-3,Ranked,19,0,B,0,Res.
2017/5/25 3:17,B,4k,-3,tressor,4k,-3,Ranked,19,0,B,1,Res.
2017/5/30 5:6,B,4k,-3,masayoshi,4k,-3,Ranked,19,0,B,1,Res.
2017/5/31 3:56,W,4k,-3,rinkuni,4k,-3,Ranked,19,0,W,1,Res.
2017/5/31 19:15,W,4k,-3,jeromie,4k,-3,Ranked,19,0,W,1,Res.
2017/5/31 21:22,B,4k,-3,pasfacile,3k,-2,Ranked,19,0,W,0,Res.
2017/5/31 22:0,B,4k,-3,bloopi,3k,-2,Ranked,19,0,B,1,Time
2017/6/1 5:27,W,4k,-3,nworld06,4k,-3,Ranked,19,0,W,1,48.5
2017/6/1 17:58,W,3k,-2,jinenjo2,3k,-2,Ranked,19,0,W,1,Res.
2017/6/1 22:15,B,3k,-2,aporo3690,3k,-2,Ranked,19,0,W,0,Res.
2017/6/1 22:42,B,3k,-2,Spinoza,3k,-2,Ranked,19,0,B,1,Res.
2017/6/3 2:3,B,3k,-2,evilbear,3k,-2,Ranked,19,0,W,0,Res.
2017/6/3 2:15,W,3k,-2,dolce,3k,-2,Ranked,19,0,B,0,Time
2017/6/3 2:52,B,3k,-2,sadamori,3k,-2,Ranked,19,0,W,0,13.5
2017/6/3 3:18,W,4k,-3,spgreen,4k,-3,Ranked,19,0,W,1,9.5
2017/6/4 1:48,W,3k,-2,kanaialan,3k,-2,Ranked,19,0,W,1,Res.
2017/6/4 20:24,W,3k,-2,kanaialan,3k,-2,Ranked,19,0,W,1,Res.
2017/6/5 3:15,B,3k,-2,DCNN1d05,1d,1,Ranked,19,3,B,1,7.5
2017/6/6 6:29,B,3k,-2,BAYES,3k,-2,Ranked,19,0,B,1,Res.
2017/6/7 5:17,B,3k,-2,mro,3k,-2,Ranked,19,0,W,0,Res.
2017/6/7 5:33,B,3k,-2,Gorillatoe,3k,-2,Ranked,19,0,B,1,24.5
2017/6/7 7:2,W,3k,-2,nucleon,3k,-2,Ranked,19,0,B,0,Res.
2017/6/7 7:38,B,3k,-2,Kaga52,3k,-2,Ranked,19,0,B,1,Res.
2017/6/8 4:33,W,3k,-2,Coffee2Go,3k,-2,Ranked,19,0,W,1,Res.
2017/6/9 5:49,B,3k,-2,ruraku,3k,-2,Ranked,19,0,W,0,6.5
2017/6/10 6:31,W,3k,-2,naga0258,3k,-2,Ranked,19,0,B,0,Res.
2017/6/11 2:58,B,3k,-2,kalim,3k,-2,Ranked,19,0,W,0,Time
2017/6/11 19:8,W,3k,-2,sanguine,3k,-2,Ranked,19,0,B,0,Time
2017/6/13 19:41,B,3k,-2,elofwendt,3k,-2,Ranked,19,0,B,1,29.5
2017/6/14 2:7,B,3k,-2,fuying,3k,-2,Ranked,19,0,W,0,Res.
2017/6/14 2:22,B,3k,-2,DavidB,3k,-2,Ranked,19,0,B,1,4.5
2017/6/14 18:52,B,3k,-2,bighorst,3k,-2,Ranked,19,0,B,1,3.5
2017/6/14 22:6,W,3k,-2,naranara,3k,-2,Ranked,19,0,B,0,Res.
2017/6/14 22:37,B,3k,-2,Maitreya,3k,-2,Ranked,19,0,B,1,28.5
2017/6/15 2:30,W,3k,-2,KimuraTetu,3k,-2,Ranked,19,0,B,0,Res.
2017/6/15 3:10,W,3k,-2,KimuraTetu,3k,-2,Ranked,19,0,W,1,22.5
2017/6/15 22:11,W,3k,-2,seungpyo,3k,-2,Ranked,19,0,B,0,Res.
2017/6/15 22:37,B,3k,-2,maw,3k,-2,Ranked,19,0,B,1,Res.
2017/6/15 22:54,W,3k,-2,lager,3k,-2,Ranked,19,0,B,0,Res.
2017/6/15 23:17,B,3k,-2,maw,3k,-2,Ranked,19,0,B,1,Res.
2017/6/16 5:36,W,3k,-2,lodestone,3k,-2,Ranked,19,0,W,1,Res.
2017/6/16 17:50,B,3k,-2,zipper5,3k,-2,Ranked,19,0,B,1,Res.
2017/6/16 21:42,B,3k,-2,vl,3k,-2,Ranked,19,0,W,0,Res.
2017/6/16 22:18,B,3k,-2,Rotfuchs,3k,-2,Ranked,19,0,B,1,Res.
2017/6/17 2:42,W,3k,-2,wawe,3k,-2,Ranked,19,0,W,1,Res.
2017/6/17 20:51,B,3k,-2,roy,3k,-2,Ranked,19,0,B,1,Time
